transaction_number,customer_number,item_name,sale_amount
17405,7086,FRAPPE,205
26203,7273,FRAPPE,343.5
19487,7093,CHEESE SLICE,304
21829,3771,CHEESE SLICE,263.5
23779,7244,MISCELLANEOUS,227
8927,2438,AMERICAN HOT COFFEE,214.5
27851,6373,MISCELLANEOUS,95
6075,10375,TOPPING SYRUPS,1683
4113,6135,HOT CAPPUCCINO,75.5
28397,8145,CRUNCHY FRAPPE,693
23649,1308,ICE CREAM5,236.5
1253,6484,MILKSHAKE,117
27873,3595,MISCELLANEOUS,139.5
6833,1432,FOOD6,292.5
11603,4616,FRAPPE,227.5
465,10736,MISCELLANEOUS,199.5
31299,9812,MISCELLANEOUS,166
9757,7747,COMBO105,295.5
26057,2063,FOOD110,472.5
13451,7022,MISCELLANEOUS,167
30497,6248,TOPPING SYRUPS,329.5
21689,4174,FRAPPE,240
2273,126,FOOD1,360.5
26427,5487,CHEESE SLICE,506.5
34135,4536,MISCELLANEOUS,1145
34537,3841,MISCELLANEOUS,402.5
1915,8113,FRAPPE,760.5
12763,10584,MISCELLANEOUS,244.5
31857,3342,FLAVOURED HTO COFFEE,151
5397,7786,FOOD54,63
6891,8888,ESPRESSO HOT COFFEE,51.5
27419,1438,TOPPING SYRUPS,359
24981,4155,ICE CREAM8,165.5
9153,5487,MISCELLANEOUS,292
25847,5984,COMBO1,55
19503,5759,COMBO7,166
10601,4548,OTHER HOT DRINKS,279.5
14147,7624,MISCELLANEOUS,1206.5
4191,2926,FLAVOURED FRAPPE,224
16231,10062,MISCELLANEOUS,87.5
9795,2564,AMERICAN HOT COFFEE,138.5
31545,9298,FRAPPE,164.5
17153,55,REGULAR COLD COFFEE,247.5
3503,6818,AMERICAN HOT COFFEE,115.5
13893,1768,MISCELLANEOUS,45
27609,8862,CHEESE SLICE,327
18637,10234,VANILLA ICE CREAMS,362.5
7213,163,FRAPPE,71
29527,1246,HOT CHOCOLATE,198.5
11023,8127,FRAPPE,215.5
6045,4395,FOOD6,365.5
1835,4050,MISCELLANEOUS,505
24163,4675,FOOD54,127.5
26493,3116,FLAVOURED HTO COFFEE,353
4945,10240,SNOW COLD COFFEE,70
30787,878,CHEESE SLICE,285.5
6895,9057,FOOD99,357
4583,4638,AMERICAN HOT COFFEE,130.5
28757,5530,CRUNCHY FRAPPE,56.5
7245,3332,MISCELLANEOUS,301
25471,9967,FRAPPE,104
3819,2178,CHEESE SLICE,634.5
30157,6543,AMERICAN HOT COFFEE,115.5
7673,8179,MISCELLANEOUS,170.5
5809,5421,AMERICAN HOT COFFEE,65
17171,7706,LATTE HOT COFFEE,65
19283,4117,MISCELLANEOUS,89.5
26051,3443,COMBO44,179.5
25453,6427,ADD ON ESPRESSO,442.5
32337,2394,MISCELLANEOUS,227
1501,3938,FRAPPE,75.5
27243,4585,LEMONADE,199.5
21559,5844,LATTE HOT COFFEE,60.5
5379,6574,ARABIAN HOT COFFEE,227
20675,2664,LATTE HOT COFFEE,427
25151,6435,MISCELLANEOUS,514
15365,394,LATTE HOT COFFEE,121
7733,5503,MISCELLANEOUS,248.5
11069,6294,AMERICAN HOT COFFEE,173.5
16747,7290,COMBO7,219.5
24645,10067,MISCELLANEOUS,226
27329,16,FRAPPE,0
2259,407,CHEESE SLICE,191
26259,10411,VEG PIZZA,305.5
25717,9014,CHEESE SLICE,202
32951,1110,FOOD134,432
13703,3113,COMBO48,395
11497,7812,CHEESE SLICE,482.5
19405,7729,ESPRESSO HOT COFFEE,74
18427,9848,FOOD36,228.5
10225,4714,AMERICAN HOT COFFEE,123
33081,8385,MISCELLANEOUS,255
11927,3944,FRAPPE,968
26367,9459,FOOD119,266.5
30097,10744,FRAPPE,84.5
3671,2841,MISCELLANEOUS,297
14089,7930,VANILLA ICE CREAMS,485
13083,4183,COMBO104,104
1373,8394,VANILLA ICE CREAMS,420
30525,4887,COMBO6,301
21717,6659,COMBO104,378.5
1019,706,FRAPPE,333.5
4723,7571,CHEESE SLICE,611
12079,8550,FOOD83,368.5
33751,4719,MISCELLANEOUS,110.5
23839,3769,FRAPPE,172
24695,5481,FOOD88,473
34053,1794,DARK COLD COFFEE,335
14701,7942,DARK COLD COFFEE,206
20449,9590,FRAPPE,33.5
22353,4455,FOOD136,271.5
9825,2007,FRAPPE,31.5
33283,4517,TOPPING SYRUPS,228
5453,1354,MISCELLANEOUS,61.5
16351,7083,FOOD10,447
28693,6436,FRAPPE,0
7995,6500,DARK COLD COFFEE,197.5
28077,10659,CRUNCHY FRAPPE,33.5
29603,8635,CRUNCHY FRAPPE,75.5
31725,2355,AMERICAN HOT COFFEE,224
14337,8948,SUPER COLD COFFEE,68.5
12097,7446,FRAPPE,151
19757,2620,FOOD7,276
33519,7797,DARK COLD COFFEE,112.5
11251,5172,FRAPPE,84.5
12161,883,MISCELLANEOUS,37.5
29535,4361,FRAPPE,583.5
14733,5368,ESPRESSO HOT COFFEE,54.5
25935,9681,DARK HOT COFFEE,400
6483,7439,MISCELLANEOUS,200.5
11567,9943,MISCELLANEOUS,326.5
7063,10682,MISCELLANEOUS,552.5
24379,843,COMBO6,176
26733,4376,DARK COLD COFFEE,301
16709,556,TOPPING,213.5
8793,7964,LATTE SHOT,81.5
11491,956,MISCELLANEOUS,104
4637,6590,FRAPPE,325
17535,10309,FRAPPE,240.5
14883,8808,FOOD36,111
11327,4144,FOOD83,674
10953,532,ARABIAN COLD COFFEE,400.5
22097,10306,TOPPING SYRUPS,190
7773,5342,FOOD66,178.5
8585,5058,DARK COLD COFFEE,461.5
24949,3005,INDIAN COLD COFFEE,389
24215,3884,FRAPPE,280.5
7907,1393,FRAPPE,448.5
15803,4207,FRAPPE,210
22087,6840,FOOD133,216
23813,10549,LEMONADE,244
31063,830,FRAPPE,522
2413,6139,FRAPPE,495.5
1127,1097,MISCELLANEOUS,163.5
3413,4812,MISCELLANEOUS,152.5
1743,3211,#N/A,285.5
23083,10244,MISCELLANEOUS,465
10709,1126,FOOD92,242.5
32153,5439,FOOD134,177.5
5153,8917,LATTE HOT COFFEE,60.5
29617,9788,FRAPPE,365.5
32867,9952,MISCELLANEOUS,103.5
32181,7876,FOOD5,211
33039,5628,HOT CHOCOLATE,73
29575,3753,CHEESE SLICE,131.5
28029,6836,FRAPPE,193.5
9633,467,LATTE HOT COFFEE,173
25913,9545,CHEESE SLICE,118.5
15459,2778,FLAVOURED TEA2,87
16725,3049,VANILLA ICE CREAMS,565.5
18611,2237,MISCELLANEOUS,1004.5
4675,7492,LATTE HOT COFFEE,211.5
4451,2022,MISCELLANEOUS,101
18209,2056,FLAVOURED LATTE,235.5
3489,5714,LATTE HOT COFFEE,356
31351,8302,REGULAR HOT COFFEE,610
7471,8041,VANILLA ICE CREAMS,573.5
26931,695,FRAPPE,181
27433,4787,FLAVOURED TEA20,157.5
24181,1748,HOT CAPPUCCINO,177.5
33099,3032,MISCELLANEOUS,927.5
5319,511,FOOD17,143
30541,8089,MISCELLANEOUS,176.5
18715,8375,WHIPPED CREAM,348
16357,742,CHEESE SLICE,57.5
13285,3511,AMERICAN HOT COFFEE,157.5
30827,6794,FRAPPE,484
17221,881,CHEESE SLICE,149.5
17339,7797,TOPPING SYRUPS,235
18653,2166,ESPRESSO HOT COFFEE,407.5
14717,338,FOOD9,75.5
14853,8260,DARK COLD COFFEE,185
15419,9874,MISCELLANEOUS,279
13665,162,FRAPPE,321.5
19417,555,TOPPING SYRUPS,127
10325,1847,AMERICAN HOT COFFEE,243
25829,6911,MISCELLANEOUS,267.5
31835,10437,COMBO1,115
31401,2648,FRAPPE,75.5
635,9141,TOPPING SYRUPS,51.5
31707,1364,COMBO1,248
22215,6648,FRAPPE,185
19683,4031,COMBO130,79
27277,7972,AMERICAN HOT COFFEE,143.5
3279,1294,FOOD83,20.5
24505,2302,AMERICAN HOT COFFEE,44
30803,10409,FOOD36,151.5
7093,7273,VANILLA ICE CREAMS,329
23325,7375,ESPRESSO HOT COFFEE,393
10091,3531,FOOD34,289
1229,2979,FLAVOURED TEA12,373.5
17973,8133,MISCELLANEOUS,354
31859,9920,MISCELLANEOUS,549
7661,2745,MISCELLANEOUS,109
12943,3178,DARK COLD COFFEE,93.5
14641,3507,FLAVOURED HOT COFFEE,313.5
20329,9091,COMBO1,131.5
4603,678,FRAPPE,69.5
16287,10148,MISCELLANEOUS,158.5
6259,2928,MISCELLANEOUS,558.5
30143,7118,MISCELLANEOUS,161.5
30633,5227,#N/A,390
28297,513,ICE CREAM6,384
27293,4657,AMERICAN HOT COFFEE,430
22247,99,FLAVOURED COFFEE,175.5
6437,9661,MISCELLANEOUS,887
19759,7238,CHEESE SLICE,373
22399,2054,FRAPPE,495
1435,4450,FOOD100,402
23155,6169,VANILLA ICE CREAMS,951.5
5563,1313,ICE CREAM5,209
19361,7141,MISCELLANEOUS,1623.5
12245,10298,FRAPPE,200.5
28501,6677,DARK COLD COFFEE,330
18731,1525,AMERICAN HOT COFFEE,431.5
6597,4036,MISCELLANEOUS,71.5
8085,1209,REGULAR HOT COFFEE,132.5
27539,10291,FRAPPE,412
21013,1783,FRAPPE,234
19239,482,LATTE HOT COFFEE,256
33873,5227,AMERICAN HOT COFFEE,171.5
32005,8497,FOOD36,147
26845,8418,FOOD5,295.5
569,9094,INDIAN COLD COFFEE,283.5
19953,10568,AMERICAN HOT COFFEE,123
2135,1145,COMBO6,79
21963,693,HOT CHOCOLATE,159.5
5385,7086,VANILLA ICE CREAMS,409.5
14311,9168,ADD ON TEA,29
4799,4622,AMERICAN HOT COFFEE,193
5979,7441,MILKSHAKE,146
21999,4908,FLAVOURED HTO COFFEE,139.5
25329,6225,FLAVOURED HTO COFFEE,802
16345,6699,COMBO1,453.5
21943,7965,MISCELLANEOUS,901.5
15547,6045,FRAPPE,266.5
33479,5205,MISCELLANEOUS,343
29391,8707,ETHIOPIAN HOT COFFEE,238.5
29383,1610,FRAPPE,812.5
30347,1485,VEGAN COLD COFFEE,63
29427,3389,MISCELLANEOUS,448
1793,7440,FOOD4,19.5
8181,2411,AMERICAN HOT COFFEE,58
10679,7273,AMERICAN HOT COFFEE,339
5121,1595,HOT CHOCOLATE,25
18169,3521,DARK COLD COFFEE,410
23931,7256,LATTE HOT COFFEE,95
6035,10616,FILTER COFFEE,58
8395,9858,LEMONADE,240
11807,6672,FRAPPE,31.5
25713,3685,MISCELLANEOUS,292
4849,1569,FOOD30,198.5
4559,8323,MILKSHAKE,209.5
9925,9915,CHEESE SLICE,274.5
11511,7931,MISCELLANEOUS,65.5
29269,3122,FRAPPE,34.5
10345,3080,FLAVOURED HTO COFFEE,215.5
10865,8238,VANILLA ICE CREAMS,376
31491,1091,FOOD7,460
31589,6215,MISCELLANEOUS,363.5
2697,676,FOOD36,102
29307,9292,CHEESE SLICE,96.5
1231,2418,AMERICAN HOT COFFEE,145
22667,2730,FLAVOURED TEA1,218
14067,1609,FLAVOURED COFFEE,355.5
33737,1339,COMBO23,147.5
34653,5481,SUPER COLD COFFEE,201.5
25981,8521,#N/A,45
11541,9242,FOOD65,581.5
21591,9762,AMERICAN HOT COFFEE,246
10405,9687,MISCELLANEOUS,326.5
23847,3889,AMERICAN HOT COFFEE,87.5
34691,2520,COMBO6,77.5
26341,10068,TOPPING SYRUPS,162
31429,7786,FOOD62,258
32883,6330,FRAPPE,265
27723,1928,FRAPPE,543
27171,7494,MISCELLANEOUS,109.5
18707,5491,AMERICAN HOT COFFEE,61.5
12019,2863,MISCELLANEOUS,249.5
7393,6996,FOOD77,380
10297,514,VANILLA ICE CREAMS,682
8067,10163,FOOD137,305.5
19373,8337,FOOD5,225
3645,8583,MISCELLANEOUS,156.5
9341,1758,FRAPPE,524.5
16727,2267,FOOD5,417.5
19313,10291,COMBO29,328
10057,2317,AMERICAN HOT COFFEE,115.5
21877,7878,LATTE HOT COFFEE,285
29883,6491,FOOD6,329
8955,3324,ARABIAN HOT COFFEE,421.5
28231,2352,FRAPPE,844.5
8331,10243,MILKSHAKE,73
10745,3933,CHEESE SLICE,524.5
12711,9111,SUPER COLD COFFEE,167.5
16597,5260,LATTE HOT COFFEE,346.5
29519,2373,MISCELLANEOUS,258.5
6757,4586,FOOD47,484
28411,2722,MISCELLANEOUS,320
2787,7420,VANILLA ICE CREAMS,401
9859,9036,DARK HOT COFFEE,196.5
7741,6369,FLAVOURED TEA9,60.5
21645,6780,MISCELLANEOUS,208
13725,9742,MISCELLANEOUS,494
14441,2952,FILTER COFFEE,310.5
20219,3918,FRAPPE,367.5
31305,9968,DARK COLD COFFEE,407.5
26821,4870,MISCELLANEOUS,659
6619,6894,FOOD136,354.5
6111,6827,MISCELLANEOUS,451
21979,540,MISCELLANEOUS,537.5
7963,10123,FOOD7,119
14433,3770,CHEESE SLICE,237.5
16469,7580,MISCELLANEOUS,377.5
29781,10408,FRAPPE,179
19379,5706,TOPPING SYRUPS,201.5
17373,126,FLAVOURED HTO COFFEE,260
7745,2424,MISCELLANEOUS,728.5
5885,10605,FLAVOURED HTO COFFEE,219.5
6615,5857,AMERICAN HOT COFFEE,58
21191,9785,FOOD50,585.5
4049,2878,AMERICAN HOT COFFEE,76.5
17641,6571,VANILLA ICE CREAMS,127
26709,7843,VANILLA ICE CREAMS,142
33253,4389,MILKSHAKE,159.5
24373,9148,VANILLA ICE CREAMS,304
15051,3182,MISCELLANEOUS,337
13555,3521,CHEESE SLICE,217
3123,3328,CRUNCHY FRAPPE,179.5
18225,8703,FOOD139,1747
30729,3689,MISCELLANEOUS,295.5
8959,9851,FOOD50,66.5
7121,4144,LEMONADE,1284
14431,6045,ICE CREAM8,447.5
19237,2063,FRAPPE,295.5
27653,10525,FOOD36,109
3299,188,FRAPPE,306
1973,9428,MISCELLANEOUS,7.5
29969,397,MISCELLANEOUS,95
24627,7508,FLAVOURED TEA11,270.5
4455,5163,VANILLA ICE CREAMS,253
25661,8080,MISCELLANEOUS,69
32567,4361,TOPPING SYRUPS,188
23583,2088,COMBO101,118.5
13453,9126,TOPPING SYRUPS,92
6841,4862,FLAVOURED TEA13,65.5
32141,3031,FILTER COFFEE,102.5
18319,4755,FOOD13,194.5
9101,7015,FOOD6,420.5
11741,10268,MILKSHAKE,219
4441,8559,DARK COLD COFFEE,137.5
8697,7275,TOPPING SYRUPS,302.5
7647,3659,ESPRESSO HOT COFFEE,51.5
8053,4961,MILKSHAKE,164
5231,3205,AMERICAN HOT COFFEE,58
19967,10166,AMERICAN HOT COFFEE,66.5
29145,9032,FOOD102,776
10835,10298,REGULAR COLD COFFEE,209.5
7117,1839,FOOD88,287.5
21767,2184,MISCELLANEOUS,1214
15785,6759,MISCELLANEOUS,30.5
33817,10641,MISCELLANEOUS,2339.5
14917,9223,MISCELLANEOUS,76.5
33745,9232,FILTER COFFEE,112.5
19383,523,CHEESE SLICE,406
22735,123,MILKSHAKE,342.5
33933,10734,FRAPPE,310
26053,4582,CHEESE SLICE,267.5
19329,5412,FLAVOURED TEA5,413
34117,8135,INDIAN COLD COFFEE,836
17875,513,CHEESE SLICE,265
32075,6642,ICE CREAM4,57
18779,5577,LATTE HOT COFFEE,121
19943,9535,AMERICAN HOT COFFEE,206
28747,2251,AMERICAN HOT COFFEE,322
11127,10183,MISCELLANEOUS,115
3597,331,FOOD99,460
29175,2704,CHEESE SLICE,420
4527,10489,AMERICAN HOT COFFEE,32.5
28503,4782,MISCELLANEOUS,419.5
20359,10011,AMERICAN HOT COFFEE,65
15253,3280,AMERICAN HOT COFFEE,76.5
8189,2325,AMERICAN HOT COFFEE,222.5
23959,4498,COMBO1,322.5
3041,3418,MISCELLANEOUS,37
16047,7998,#N/A,99
31663,8754,FOOD139,450
7547,2644,LATTE HOT COFFEE,245.5
17241,763,LEMONADE,200
20797,4049,SUPER COLD COFFEE,122.5
29565,6581,AMERICAN HOT COFFEE,186.5
10873,5267,FRAPPE,904.5
15839,1173,FRAPPE,178
16129,8215,MISCELLANEOUS,341.5
19425,6180,MISCELLANEOUS,81.5
5247,3175,COMBO6,119
22967,5136,FRAPPE,191
17983,5529,ADD ON ESPRESSO,307
3977,544,COMBO3,230
18305,10273,FOOD117,147.5
25833,2573,FLAVOURED HTO COFFEE,178.5
32853,5743,HOT CHOCOLATE,203
31081,7352,MISCELLANEOUS,83.5
29129,2585,COMBO22,954.5
11993,6593,CHOCOLATE ICE CREAMS,815
1321,6877,MISCELLANEOUS,375.5
19879,1720,MISCELLANEOUS,150
27083,6189,TOPPING SYRUPS,269.5
27975,1313,MISCELLANEOUS,219
16279,2062,FOOD67,352.5
2973,1867,CRUNCHY FRAPPE,105
16145,10257,AMERICAN HOT COFFEE,115.5
29821,2922,LATTE HOT COFFEE,102.5
7221,3395,HOT CHOCOLATE,176
33907,5380,VANILLA ICE CREAMS,409.5
27245,1567,FRAPPE,110.5
18663,61,TOPPING SYRUPS,168.5
11137,4199,ARABIAN HOT COFFEE,157.5
6489,7516,AMERICAN HOT COFFEE,115.5
2211,2334,MISCELLANEOUS,183
32849,1716,OTHER HOT DRINKS,363
30145,4010,FRAPPE,275.5
29927,937,AMERICAN HOT COFFEE,169
29731,1276,MISCELLANEOUS,309
25079,6435,BIG LATTE,294
26287,8724,FOOD54,754
32305,8974,AMERICAN HOT COFFEE,54
26351,5800,FRAPPE,827
12293,8936,MISCELLANEOUS,142
32199,2245,CHOCOLATE ICE CREAMS,250
10349,9417,MISCELLANEOUS,366
5261,2314,DARK COLD COFFEE,348.5
29121,2684,FOOD133,375
11143,5400,FRAPPE,401
27495,6111,VANILLA ICE CREAMS,379.5
881,530,FOOD134,146
33361,8096,AMERICAN HOT COFFEE,65
22259,7459,MISCELLANEOUS,102.5
2729,5079,FLAVOURED TEA4,27.5
25521,3689,FRAPPE,163.5
20425,22,MISCELLANEOUS,171
32795,1904,FRAPPE,227
16487,1407,DARK COLD COFFEE,268.5
5791,9569,CHOCOLATE ICE CREAMS,250
8575,8225,CHEESE SLICE,835.5
19993,9853,MISCELLANEOUS,245
869,2849,DARK COLD COFFEE,106
12189,3552,MISCELLANEOUS,582
17623,5782,CHEESE SLICE,352
34549,5774,DARK COLD COFFEE,225
22193,6912,CRUNCHY FRAPPE,75.5
8639,3556,TOPPING,574.5
32961,7234,FRAPPE,228
31083,8541,MISCELLANEOUS,202.5
10239,9548,FRAPPE,84.5
20787,155,AMERICAN HOT COFFEE,173.5
14947,7230,COMBO1,326.5
2855,6512,DARK COLD COFFEE,39.5
25847,5984,MISCELLANEOUS,0
25195,3460,COMBO1,131.5
3267,9866,AMERICAN HOT COFFEE,202.5
32185,4676,MISCELLANEOUS,198.5
11359,1762,MISCELLANEOUS,130.5
6455,9428,FOOD122,272
23031,361,TOPPING SYRUPS,504.5
9565,7028,MISCELLANEOUS,115.5
2443,10043,FLAVOURED TEA1,89.5
20471,10732,FRAPPE,0
28135,7437,HOT CHOCOLATE,204
2017,9921,ICE CREAM5,51.5
16117,4174,SUPER COLD COFFEE,336.5
22523,10459,FOOD9,320.5
34181,3754,AMERICAN HOT COFFEE,115.5
31615,5120,FOOD36,633.5
3699,1304,FOOD1,118
27631,10014,CRUNCHY FRAPPE,33.5
9781,5966,COMBO7,352
30261,4941,DARK COLD COFFEE,93.5
23735,10743,FLAVOURED TEA5,115.5
3197,9860,DARK HOT COFFEE,111.5
7043,7949,AMERICAN HOT COFFEE,281.5
9617,2972,LEMONADE,75.5
18081,6199,CRUNCHY FRAPPE,103
20181,5292,FOOD6,24.5
21217,6387,CHEESE SLICE,423.5
29317,552,MISCELLANEOUS,938.5
29839,1669,MISCELLANEOUS,288.5
28805,8168,VANILLA ICE CREAMS,212.5
30445,2410,DARK COLD COFFEE,43.5
15945,8905,FRAPPE,342
19929,5884,COMBO130,67.5
5073,10069,FLAVOURED TEA1,357
28309,10753,LATTE SHOT,75.5
2451,3081,AMERICAN HOT COFFEE,58
20657,1052,AMERICAN HOT COFFEE,190.5
4801,8458,TOPPING SYRUPS,239.5
9637,736,AMERICAN HOT COFFEE,184.5
15333,2608,CHEESE SLICE,454
34389,1574,MILKSHAKE,193.5
25955,9263,WHIPPED CREAM,268
20667,9719,FOOD43,79
3555,4051,MISCELLANEOUS,172.5
6773,2654,VANILLA ICE CREAMS,341.5
25027,4566,ARABIAN COLD COFFEE,305
20387,3984,MISCELLANEOUS,18.5
31235,4673,DARK COLD COFFEE,394
28333,3414,AMERICAN HOT COFFEE,488.5
15407,7959,FOOD28,86
18681,2041,LATTE HOT COFFEE,166.5
3283,6191,TOPPING SYRUPS,104.5
26901,9136,ARABIAN HOT COFFEE,157
12853,5071,MISCELLANEOUS,195
10623,3321,ICE CREAM6,465
10025,4083,FRAPPE,267
2899,5147,REGULAR COLD COFFEE,219.5
31913,836,ARABIAN HOT COFFEE,145
12785,541,FRAPPE,317.5
3659,9927,MISCELLANEOUS,277.5
32711,2001,LATTE HOT COFFEE,24.5
31929,4006,FOOD10,508
12725,5075,CHOCOLATE ICE CREAMS,62
5823,6175,FOOD80,252
22589,10426,CHEESE SLICE,195
11769,6335,FOOD7,408.5
33365,1531,MISCELLANEOUS,450
26039,10669,AMERICAN HOT COFFEE,292
9245,5172,FOOD99,95
13085,9028,TOPPING SYRUPS,444
22669,10647,FRAPPE,79
6561,8879,FLAVOURED HTO COFFEE,178
23823,2627,MISCELLANEOUS,396.5
1357,749,FOOD54,222
24055,7472,FLAVOURED COFFEE,381.5
16037,1321,ARABIAN HOT COFFEE,251
27123,908,FOOD40,339
16799,5487,FOOD6,254.5
24221,8288,VANILLA ICE CREAMS,115.5
10511,6961,FRAPPE,296.5
11237,10086,AMERICAN HOT COFFEE,115.5
29547,2026,COMBO6,157.5
21651,1952,FRAPPE,109
10743,7303,MISCELLANEOUS,327
5011,1103,MISCELLANEOUS,124
16863,9918,ADD ON TEA,142
6051,10156,LATTE HOT COFFEE,558.5
32475,3229,AMERICAN HOT COFFEE,212.5
3905,8045,VANILLA ICE CREAMS,325.5
9713,9859,CHEESE SLICE,339
18597,2069,TOPPING SYRUPS,83
2795,8218,TOPPING SYRUPS,157
5023,3216,MISCELLANEOUS,460
32931,1834,CHEESE SLICE,241
31573,10754,MISCELLANEOUS,502.5
20887,1834,REGULAR HOT COFFEE,362.5
2481,2567,FRAPPE,106
25133,1535,FLAVOURED TEA7,139
13903,1658,ESPRESSO HOT COFFEE,76.5
32323,839,ADD ON ESPRESSO,1448.5
22539,7567,FLAVOURED TEA5,1064.5
33019,6931,MISCELLANEOUS,231
27841,3705,TOPPING SYRUPS,145
30625,608,CRUNCHY FRAPPE,270
5285,4263,MISCELLANEOUS,127.5
18697,3341,VANILLA ICE CREAMS,140
28397,8145,ADD ON ESPRESSO,27.5
28663,616,MISCELLANEOUS,175.5
31007,1182,FRAPPE,0
3149,8778,MILKSHAKE,73
33807,9048,MISCELLANEOUS,264.5
905,730,HOT CAPPUCCINO,75.5
28601,6331,FOOD1,75
9873,6383,VEGAN COLD COFFEE,256.5
17651,1366,FOOD90,227.5
31179,2806,MISCELLANEOUS,41.5
17901,761,REGULAR HOT COFFEE,258
34229,4525,FOOD100,306
29115,496,MISCELLANEOUS,256
20421,189,AMERICAN HOT COFFEE,180.5
16513,4981,FRAPPE,0
7391,8923,MISCELLANEOUS,241
14347,7705,COFFEE POWDER TYPE5,50
33445,8084,MISCELLANEOUS,414.5
24243,2998,VANILLA ICE CREAMS,547.5
21365,9029,AMERICAN HOT COFFEE,164.5
1205,7185,FOOD6,185.5
10607,9427,FLAVOURED TEA5,233.5
16789,9624,FRAPPE,469
32793,9064,FOOD83,491.5
19651,8994,COMBO54,187.5
11571,914,FOOD110,411
30391,1274,FLAVOURED HTO COFFEE,744.5
20739,506,AMERICAN HOT COFFEE,316
7449,3396,LATTE HOT COFFEE,130
2601,188,VANILLA ICE CREAMS,475
6007,1313,AMERICAN HOT COFFEE,251.5
22575,654,DARK COLD COFFEE,212
34359,4536,DARK HOT COFFEE,260
24489,8855,HOT CAPPUCCINO,352
20439,3930,REGULAR HOT COFFEE,71.5
3287,4282,BIG LATTE,79
4381,2670,FLAVOURED TEA11,165
18695,7938,MISCELLANEOUS,93
34509,5736,TOPPING,320.5
2659,6900,FLAVOURED TEA14,203
10643,1650,ADD ON ESPRESSO,237.5
21277,4536,FOOD133,870
15835,524,FRAPPE,289
5505,6681,AMERICAN HOT COFFEE,175.5
8717,2208,FOOD133,94.5
12339,9237,FOOD133,354.5
30419,6792,SUPER COLD COFFEE,538.5
9331,7201,COMBO24,208
23201,4377,FLAVOURED LATTE,290
11861,10189,FLAVOURED LATTE,187
28781,9523,FRAPPE,75.5
33679,10330,FOOD5,132.5
32553,6505,MISCELLANEOUS,215
23719,4158,COOL BLUE,253.5
18561,5707,TOPPING SYRUPS,75.5
29039,4846,FOOD5,666
1627,3330,FOOD90,904.5
6825,8998,FOOD6,496.5
9941,6554,DARK COLD COFFEE,352
11481,5377,LEMONADE,489.5
4515,251,FLAVOURED TEA20,599
25659,10656,MISCELLANEOUS,503
20179,6069,SUPER COLD COFFEE,151
16415,5177,DARK COLD COFFEE,164
17849,3266,MISCELLANEOUS,45
30481,4047,ADD ON ESPRESSO,168
21631,5884,SUPER COLD COFFEE,102
18407,3644,ARABIAN HOT COFFEE,403
23781,8107,FRAPPE,0
32401,5317,MISCELLANEOUS,138
12835,10043,MISCELLANEOUS,69.5
6039,2184,MISCELLANEOUS,254.5
9047,3991,COMBO120,117.5
22625,571,MISCELLANEOUS,7.5
8433,948,MILKSHAKE,55
495,939,AMERICAN HOT COFFEE,61.5
16885,3503,#N/A,123
899,3317,FRAPPE,85
4077,3054,FOOD36,44
4617,10365,MISCELLANEOUS,22.5
4107,5170,CHEESE SLICE,297
10667,10025,MISCELLANEOUS,96.5
33659,6845,LATTE HOT COFFEE,163
20195,9240,COMBO4,39.5
8133,3539,FLAVOURED TEA9,301.5
5707,3990,TOPPING SYRUPS,113.5
34589,4978,FRAPPE,137.5
22857,4446,VANILLA ICE CREAMS,400
13879,42,TOPPING SYRUPS,83
31333,960,COMBO125,242
17333,5076,COMBO27,650.5
26877,7355,FOOD4,19.5
33919,726,FRAPPE,481
3599,1513,FRAPPE,75.5
6875,7956,MISCELLANEOUS,202.5
13087,1451,LATTE HOT COFFEE,55.5
25057,10189,CHEESE SLICE,442.5
4055,1410,MISCELLANEOUS,83.5
4189,1118,VANILLA ICE CREAMS,107
2139,1825,VANILLA ICE CREAMS,90.5
14595,4181,BIG LATTE,147
2003,8335,FRAPPE,709
14449,529,LATTE HOT COFFEE,140.5
6299,2833,FOOD36,128.5
4781,9417,FOOD12,76.5
22023,3310,ESPRESSO HOT COFFEE,189.5
22109,9447,VANILLA ICE CREAMS,107
28343,7874,AMERICAN HOT COFFEE,538.5
8175,9478,MISCELLANEOUS,317.5
31221,6055,REGULAR HOT COFFEE,129.5
11403,8387,MISCELLANEOUS,1318
27863,7956,FRAPPE,617
16529,9458,COMBO24,307
6539,7537,FOOD90,25
31427,2238,AMERICAN HOT COFFEE,207.5
7645,6080,LATTE HOT COFFEE,126.5
3783,7086,SUPER COLD COFFEE,361
3785,7726,FOOD5,263.5
20055,4373,AMERICAN HOT COFFEE,61.5
1801,5563,VANILLA ICE CREAMS,198
27197,10040,VANILLA ICE CREAMS,353
32911,513,WHIPPED CREAM,314.5
21667,1978,MISCELLANEOUS,223
18151,5181,FRAPPE,259
23517,10423,TOPPING SYRUPS,130
18783,1693,FRAPPE,83
21513,9055,FRAPPE,437.5
6823,5824,FOOD64,283
7489,1297,FRAPPE,217.5
14161,179,MISCELLANEOUS,225
1089,4652,AMERICAN HOT COFFEE,173.5
25821,1274,DARK HOT COFFEE,498.5
3169,3510,VANILLA ICE CREAMS,358
13063,4662,AMERICAN HOT COFFEE,14.5
5451,160,MISCELLANEOUS,317.5
9625,10602,FOOD52,385.5
