customer_number,app_install_time,gender,marital_status,date_of_birth,referral_as_source_of_app_install
369,2018-06-07 16:19:11,MALE,NA,2018-06-04,Not_through_referral
370,2018-06-08 13:32:30,MALE,NA,1988-06-08,Installed_through_referral
371,2018-06-05 12:08:04,MALE,NA,1992-08-12,Not_through_referral
372,2018-06-11 02:30:42,MALE,NA,2018-06-11,Installed_through_referral
373,2018-06-06 23:54:52,MALE,NA,1997-07-30,Not_through_referral
374,2018-06-08 12:54:20,MALE,NA,1988-10-27,Not_through_referral
375,2018-06-18 03:20:45,MALE,NA,1996-11-05,Not_through_referral
376,2018-06-14 17:35:17,FEMALE,NA,1994-06-18,Not_through_referral
377,2018-06-15 22:00:05,MALE,NA,2000-12-09,Not_through_referral
378,2018-06-15 22:56:13,MALE,NA,1998-06-19,Installed_through_referral
379,2018-06-17 11:13:04,FEMALE,NA,1971-08-17,Not_through_referral
380,2018-06-17 13:51:38,MALE,NA,1999-06-17,Not_through_referral
381,2018-06-13 18:34:08,MALE,NA,1992-07-01,Not_through_referral
382,2018-06-25 14:19:10,MALE,NA,1989-11-25,Not_through_referral
383,2018-06-28 11:56:25,FEMALE,NA,2018-06-28,Not_through_referral
384,2018-06-24 18:02:33,FEMALE,NA,1994-02-01,Not_through_referral
385,2018-07-03 14:24:22,MALE,NA,1993-10-19,Not_through_referral
386,2018-07-07 22:32:42,MALE,NA,1989-03-05,Not_through_referral
387,2018-07-12 12:55:55,FEMALE,NA,2001-10-07,Not_through_referral
388,2018-07-15 15:10:40,MALE,NA,1993-07-26,Not_through_referral
389,2018-07-14 18:22:32,MALE,NA,1996-07-20,Not_through_referral
390,2018-07-18 18:07:48,MALE,NA,1996-05-31,Installed_through_referral
391,2018-07-21 13:04:04,MALE,NA,2000-08-08,Not_through_referral
392,2018-07-21 14:39:20,MALE,NA,1984-07-17,Not_through_referral
393,2018-07-22 19:11:40,MALE,NA,2018-07-22,Not_through_referral
394,2018-07-28 20:58:26,MALE,NA,2018-03-08,Installed_through_referral
395,2018-07-31 20:25:02,MALE,NA,1997-10-05,Installed_through_referral
396,2018-08-04 12:57:43,MALE,NA,1965-08-04,Not_through_referral
397,2018-08-07 16:20:23,FEMALE,NA,1993-09-03,Not_through_referral
398,2018-08-10 23:09:36,MALE,NA,1992-08-03,Installed_through_referral
399,2018-06-02 13:49:31,MALE,NA,1981-09-19,Not_through_referral
400,2018-06-03 10:48:16,MALE,NA,2018-06-03,Not_through_referral
401,2018-06-04 21:56:01,FEMALE,NA,1992-12-12,Installed_through_referral
402,2018-06-04 22:24:58,MALE,NA,1995-12-20,Not_through_referral
403,2018-06-07 10:34:10,FEMALE,NA,1989-08-02,Not_through_referral
404,2018-06-11 16:55:05,FEMALE,NA,2018-06-11,Not_through_referral
405,2018-06-15 20:33:46,MALE,NA,1989-10-31,Not_through_referral
406,2018-06-21 00:51:46,MALE,NA,1992-11-04,Not_through_referral
407,2018-06-17 16:11:40,MALE,NA,2018-05-17,Not_through_referral
408,2018-06-28 16:28:29,FEMALE,NA,1992-06-13,Installed_through_referral
409,2018-06-23 20:21:42,MALE,NA,1987-10-10,Not_through_referral
410,2018-06-30 21:14:50,MALE,NA,1994-06-10,Installed_through_referral
411,2018-06-23 04:45:53,FEMALE,NA,1999-07-27,Not_through_referral
412,2018-07-17 10:45:41,MALE,NA,1977-04-04,Not_through_referral
413,2018-07-13 12:24:16,MALE,NA,2000-05-02,Installed_through_referral
414,2018-07-23 13:45:44,MALE,NA,2018-07-23,Not_through_referral
415,2018-07-24 14:46:23,MALE,NA,1983-08-16,Installed_through_referral
416,2018-07-23 22:17:42,MALE,NA,1982-05-04,Not_through_referral
417,2018-07-25 18:19:33,MALE,NA,2001-05-29,Not_through_referral
418,2018-08-04 21:58:06,MALE,NA,2018-07-20,Not_through_referral
419,2018-08-08 20:47:41,MALE,NA,2018-08-08,Not_through_referral
420,2018-08-10 19:21:21,MALE,NA,1993-11-30,Not_through_referral
421,2018-08-09 16:35:11,MALE,NA,2018-08-09,Not_through_referral
422,2018-08-11 18:49:16,FEMALE,NA,1994-09-03,Not_through_referral
423,2018-06-02 19:35:58,MALE,NA,1996-02-23,Not_through_referral
424,2018-06-06 12:52:56,MALE,NA,2018-06-20,Not_through_referral
425,2018-06-04 10:54:02,MALE,NA,1972-07-22,Not_through_referral
426,2018-06-03 18:45:14,MALE,NA,1996-12-18,Not_through_referral
427,2018-06-12 18:54:32,MALE,NA,1993-06-16,Not_through_referral
428,2018-06-09 14:35:33,MALE,NA,2018-06-09,Installed_through_referral
429,2018-06-11 11:17:49,MALE,NA,1994-04-16,Installed_through_referral
430,2018-06-15 15:55:32,MALE,NA,1981-07-16,Not_through_referral
431,2018-06-24 19:36:02,MALE,NA,1995-04-16,Not_through_referral
432,2018-06-26 13:15:04,MALE,NA,1987-02-01,Not_through_referral
433,2018-07-10 09:57:37,MALE,NA,1995-10-04,Not_through_referral
434,2018-07-09 12:45:08,FEMALE,NA,1996-12-16,Not_through_referral
435,2018-07-10 16:56:52,MALE,NA,1997-08-10,Not_through_referral
436,2018-07-15 19:00:24,MALE,NA,1995-07-15,Not_through_referral
437,2018-07-13 14:59:13,MALE,NA,1995-02-25,Installed_through_referral
438,2018-07-14 20:30:56,MALE,NA,1994-07-14,Not_through_referral
439,2018-07-29 21:52:43,MALE,NA,1996-06-09,Not_through_referral
440,2018-07-30 17:41:57,MALE,NA,1975-07-27,Installed_through_referral
441,2018-08-01 03:34:37,MALE,NA,1993-12-03,Installed_through_referral
442,2018-08-09 11:46:45,MALE,NA,1993-03-18,Not_through_referral
443,2018-08-14 15:52:33,FEMALE,NA,1996-07-26,Not_through_referral
444,2018-08-05 14:02:20,FEMALE,NA,1998-11-16,Not_through_referral
445,2018-06-12 00:02:49,FEMALE,NA,1991-08-19,Not_through_referral
446,2018-06-15 22:43:04,MALE,NA,1997-07-20,Not_through_referral
447,2018-06-13 09:28:55,MALE,NA,1990-04-13,Installed_through_referral
448,2018-06-23 00:51:10,MALE,NA,1996-10-10,Installed_through_referral
449,2018-06-29 13:08:34,MALE,NA,1992-07-18,Not_through_referral
450,2018-06-24 11:47:31,MALE,NA,2018-06-24,Not_through_referral
451,2018-06-24 00:34:01,MALE,NA,1996-06-24,Installed_through_referral
452,2018-06-29 02:03:29,MALE,NA,2000-05-10,Installed_through_referral
453,2018-06-27 18:06:51,MALE,NA,2018-06-27,Installed_through_referral
454,2018-07-05 08:29:49,MALE,NA,1995-05-24,Installed_through_referral
455,2018-07-11 09:18:14,MALE,NA,2018-07-11,Not_through_referral
456,2018-07-06 16:15:07,FEMALE,NA,1994-09-28,Installed_through_referral
457,2018-07-03 15:48:59,MALE,NA,1998-10-18,Not_through_referral
458,2018-07-05 18:00:39,MALE,NA,2000-05-13,Not_through_referral
459,2018-07-11 14:42:44,MALE,NA,1988-04-18,Installed_through_referral
460,2018-07-02 22:56:32,FEMALE,NA,1993-04-13,Not_through_referral
461,2018-07-13 18:14:20,FEMALE,NA,1990-05-27,Installed_through_referral
462,2018-07-15 01:03:09,MALE,NA,1994-06-27,Not_through_referral
463,2018-08-09 14:15:33,MALE,NA,1997-03-02,Not_through_referral
464,2018-08-12 21:18:07,MALE,NA,1993-06-30,Not_through_referral
465,2018-08-09 19:39:22,NA,NA,0000-00-00,Not_through_referral
466,2018-06-01 09:28:00,MALE,NA,2000-05-07,Not_through_referral
467,2018-06-08 16:53:37,MALE,NA,1995-01-05,Installed_through_referral
468,2018-06-12 22:21:53,MALE,NA,2001-03-10,Not_through_referral
469,2018-06-15 15:47:46,MALE,NA,1992-04-14,Installed_through_referral
470,2018-06-17 19:32:23,MALE,NA,1977-04-02,Not_through_referral
471,2018-06-21 13:32:12,MALE,NA,1990-06-21,Installed_through_referral
472,2018-06-15 12:56:29,MALE,NA,1977-10-27,Not_through_referral
473,2018-06-13 09:12:44,MALE,NA,1980-03-26,Not_through_referral
474,2018-06-16 14:55:09,MALE,NA,2000-07-11,Installed_through_referral
475,2018-06-19 15:36:03,MALE,NA,1993-06-19,Not_through_referral
476,2018-06-21 10:59:57,MALE,NA,2000-02-16,Not_through_referral
477,2018-06-30 09:54:36,MALE,NA,1999-08-25,Not_through_referral
478,2018-06-23 20:05:19,MALE,NA,2018-06-23,Installed_through_referral
479,2018-06-27 16:33:47,MALE,NA,2018-06-06,Not_through_referral
480,2018-07-04 17:09:37,MALE,NA,1997-02-23,Not_through_referral
481,2018-07-07 12:23:24,NA,NA,0000-00-00,Not_through_referral
482,2018-07-11 18:16:36,MALE,NA,1982-08-05,Installed_through_referral
483,2018-07-03 17:57:18,MALE,NA,2000-04-17,Not_through_referral
484,2018-07-09 17:08:39,MALE,NA,1993-02-17,Not_through_referral
485,2018-07-08 17:37:35,MALE,NA,1993-04-08,Not_through_referral
486,2018-07-09 16:49:36,MALE,NA,1991-05-02,Installed_through_referral
487,2018-07-07 17:44:59,MALE,NA,1993-04-09,Not_through_referral
488,2018-07-20 17:07:28,MALE,NA,2008-07-02,Installed_through_referral
489,2018-07-12 18:54:46,MALE,NA,2000-07-21,Not_through_referral
490,2018-07-18 10:45:02,MALE,NA,2018-01-10,Not_through_referral
491,2018-07-27 18:18:32,MALE,NA,1999-12-16,Not_through_referral
492,2018-07-26 13:09:14,MALE,NA,1993-02-14,Not_through_referral
493,2018-07-25 18:29:00,MALE,NA,1998-05-04,Not_through_referral
494,2018-08-02 17:33:47,MALE,NA,1999-01-04,Not_through_referral
495,2018-08-11 13:31:16,FEMALE,NA,1999-12-05,Not_through_referral
496,2018-08-05 18:11:40,MALE,NA,1996-08-18,Installed_through_referral
497,2018-08-10 11:42:14,MALE,NA,1999-07-12,Not_through_referral
498,2018-08-05 17:23:45,MALE,NA,1980-11-01,Not_through_referral
499,2018-06-02 21:23:47,FEMALE,NA,1995-06-16,Installed_through_referral
500,2018-06-01 08:45:31,MALE,NA,1999-08-15,Not_through_referral
501,2018-06-19 13:06:53,MALE,NA,1995-01-29,Not_through_referral
502,2018-06-19 07:31:28,MALE,NA,1991-10-18,Not_through_referral
503,2018-06-16 15:42:56,MALE,NA,1982-06-24,Not_through_referral
504,2018-06-20 09:38:48,FEMALE,NA,2017-01-02,Not_through_referral
505,2018-06-22 11:52:19,MALE,NA,1975-06-01,Not_through_referral
506,2018-07-01 11:30:13,MALE,NA,1987-07-24,Installed_through_referral
507,2018-06-22 18:24:49,MALE,NA,1991-10-29,Not_through_referral
508,2018-06-24 11:07:06,MALE,NA,1999-08-19,Not_through_referral
509,2018-06-26 20:43:15,MALE,NA,1987-04-22,Not_through_referral
510,2018-06-23 10:45:22,MALE,NA,1999-09-07,Installed_through_referral
511,2018-07-01 00:32:49,MALE,NA,2012-04-12,Not_through_referral
512,2018-07-07 01:43:25,MALE,NA,1993-03-23,Not_through_referral
513,2018-07-06 00:42:09,FEMALE,NA,1999-08-03,Installed_through_referral
514,2018-07-03 22:40:41,FEMALE,NA,1997-02-02,Not_through_referral
515,2018-07-22 20:49:10,MALE,NA,1983-07-28,Not_through_referral
516,2018-07-15 16:30:22,MALE,NA,2018-07-15,Not_through_referral
517,2018-07-18 00:32:29,MALE,NA,1991-03-24,Not_through_referral
518,2018-08-01 14:12:38,MALE,NA,1993-08-01,Installed_through_referral
519,2018-07-28 00:49:04,MALE,NA,1994-08-13,Not_through_referral
520,2018-08-03 16:55:07,MALE,NA,1978-09-28,Not_through_referral
521,2018-07-26 17:07:53,FEMALE,NA,1987-08-26,Installed_through_referral
522,2018-08-05 20:36:02,MALE,NA,1993-04-11,Not_through_referral
523,2018-08-06 10:24:42,FEMALE,NA,2018-08-04,Not_through_referral
524,2018-08-09 22:59:36,MALE,NA,1998-08-09,Installed_through_referral
525,2018-08-13 17:37:32,MALE,NA,1984-08-14,Not_through_referral
526,2018-08-06 14:53:06,MALE,NA,1999-02-04,Not_through_referral
527,2018-06-06 16:09:32,MALE,NA,1989-11-11,Not_through_referral
528,2018-06-05 17:22:36,MALE,NA,1985-12-11,Not_through_referral
529,2018-06-10 22:16:38,MALE,NA,2018-05-09,Not_through_referral
530,2018-06-07 12:24:43,MALE,NA,2018-06-07,Not_through_referral
531,2018-06-09 23:56:23,MALE,NA,1982-01-10,Not_through_referral
532,2018-06-04 01:46:51,FEMALE,NA,1990-06-04,Installed_through_referral
533,2018-06-08 11:40:44,MALE,NA,1997-02-18,Not_through_referral
534,2018-06-17 05:37:49,MALE,NA,1992-06-18,Not_through_referral
535,2018-06-13 07:48:10,MALE,NA,1998-03-15,Not_through_referral
536,2018-06-21 10:46:20,FEMALE,NA,2000-09-03,Not_through_referral
537,2018-06-20 19:22:10,MALE,NA,2018-06-20,Installed_through_referral
538,2018-06-13 21:22:32,MALE,NA,1995-07-08,Not_through_referral
539,2018-06-21 16:43:14,MALE,NA,2018-06-05,Not_through_referral
540,2018-06-15 13:38:40,MALE,NA,1999-12-08,Not_through_referral
541,2018-06-22 23:44:25,MALE,NA,1990-10-03,Not_through_referral
542,2018-06-22 15:24:36,MALE,NA,1984-07-12,Not_through_referral
543,2018-06-27 10:03:55,MALE,NA,1977-12-29,Not_through_referral
544,2018-06-25 16:23:11,FEMALE,NA,2018-06-25,Not_through_referral
545,2018-06-29 15:26:07,FEMALE,NA,1993-11-16,Not_through_referral
546,2018-07-07 01:17:03,MALE,NA,2018-06-02,Not_through_referral
547,2018-07-07 20:10:09,MALE,NA,1988-12-11,Not_through_referral
548,2018-07-19 19:26:50,MALE,NA,1985-01-21,Installed_through_referral
549,2018-07-21 18:03:09,MALE,NA,1995-07-21,Not_through_referral
550,2018-07-22 15:40:30,MALE,NA,1997-06-20,Not_through_referral
551,2018-07-14 18:55:02,MALE,NA,2018-07-14,Not_through_referral
552,2018-07-16 13:44:32,MALE,NA,1994-01-07,Not_through_referral
553,2018-07-28 09:38:45,MALE,NA,2018-02-25,Installed_through_referral
554,2018-08-03 17:52:20,MALE,NA,1990-12-21,Not_through_referral
555,2018-08-11 09:57:45,FEMALE,NA,1996-06-19,Not_through_referral
556,2018-08-04 18:56:09,MALE,NA,1998-10-20,Not_through_referral
557,2018-08-10 10:09:39,MALE,NA,1998-08-10,Installed_through_referral
558,2018-09-05 08:56:25,MALE,NA,1981-12-25,Installed_through_referral
559,2018-09-14 16:10:32,MALE,NA,1993-12-29,Not_through_referral
560,2018-09-16 21:37:13,MALE,NA,1986-06-18,Not_through_referral
561,2018-09-28 20:55:18,MALE,NA,1994-09-16,Not_through_referral
562,2018-08-18 18:36:46,MALE,NA,2000-10-14,Installed_through_referral
563,2018-08-17 15:58:08,MALE,NA,1957-08-02,Not_through_referral
564,2018-09-14 04:39:14,MALE,NA,1991-08-30,Not_through_referral
565,2018-09-29 22:02:15,FEMALE,NA,1992-12-05,Installed_through_referral
566,2018-08-16 16:26:16,MALE,NA,1990-09-29,Not_through_referral
567,2018-08-16 20:33:17,MALE,NA,1993-04-16,Installed_through_referral
568,2018-08-27 19:08:08,MALE,NA,1996-08-08,Not_through_referral
569,2018-08-26 08:08:58,MALE,NA,1994-08-09,Installed_through_referral
570,2018-09-06 21:47:38,MALE,NA,1991-11-24,Not_through_referral
571,2018-08-30 18:40:41,MALE,NA,2018-08-13,Installed_through_referral
572,2018-09-02 17:41:03,FEMALE,NA,1967-09-04,Not_through_referral
573,2018-09-11 16:23:55,FEMALE,NA,1998-11-20,Installed_through_referral
574,2018-09-12 17:27:59,FEMALE,NA,1997-11-09,Installed_through_referral
575,2018-09-08 20:18:04,MALE,NA,1983-09-24,Not_through_referral
576,2018-09-13 20:36:49,MALE,NA,2018-09-04,Not_through_referral
577,2018-09-23 20:14:57,MALE,NA,1982-06-13,Not_through_referral
578,2018-08-22 21:18:36,MALE,NA,2017-12-19,Not_through_referral
579,2018-08-23 15:24:00,MALE,NA,1985-08-01,Not_through_referral
580,2018-08-19 23:46:08,FEMALE,NA,1989-05-27,Installed_through_referral
581,2018-08-28 11:07:28,MALE,NA,1997-08-13,Installed_through_referral
582,2018-09-19 14:51:40,FEMALE,NA,1989-11-12,Installed_through_referral
583,2018-09-10 21:20:34,MALE,NA,1990-07-09,Not_through_referral
584,2018-09-19 08:17:55,MALE,NA,2000-08-06,Not_through_referral
585,2018-09-19 07:50:49,MALE,NA,1992-09-01,Not_through_referral
586,2018-08-16 13:47:21,NA,NA,0000-00-00,Not_through_referral
587,2018-08-18 12:38:53,FEMALE,NA,1992-05-23,Not_through_referral
588,2018-08-31 18:53:18,MALE,NA,2018-08-16,Not_through_referral
589,2018-08-26 13:34:40,MALE,NA,1993-06-10,Not_through_referral
590,2018-09-02 12:58:41,FEMALE,NA,2018-09-01,Not_through_referral
591,2018-08-28 18:17:05,MALE,NA,1985-08-10,Not_through_referral
592,2018-08-28 21:59:26,MALE,NA,2000-03-15,Not_through_referral
593,2018-09-09 11:14:57,FEMALE,NA,1994-09-02,Installed_through_referral
594,2018-09-23 13:19:01,MALE,NA,1993-10-08,Not_through_referral
595,2018-08-20 11:03:48,MALE,NA,1996-03-03,Not_through_referral
596,2018-08-31 09:24:05,MALE,NA,2006-01-05,Not_through_referral
597,2018-09-20 20:12:56,MALE,NA,1993-03-03,Installed_through_referral
598,2018-09-08 20:57:14,FEMALE,NA,1991-05-14,Not_through_referral
599,2018-09-19 19:16:01,MALE,NA,1997-02-10,Not_through_referral
600,2018-09-25 19:16:08,MALE,NA,1995-05-14,Not_through_referral
601,2018-09-23 23:03:10,MALE,NA,1996-05-12,Not_through_referral
602,2018-09-28 14:03:02,MALE,NA,2018-09-28,Not_through_referral
603,2018-09-25 18:00:26,FEMALE,NA,1992-03-30,Not_through_referral
604,2018-08-22 00:56:23,MALE,NA,2014-12-13,Not_through_referral
605,2018-08-24 21:54:02,MALE,NA,2000-07-11,Installed_through_referral
606,2018-08-19 14:22:08,MALE,NA,1991-04-26,Not_through_referral
607,2018-08-15 17:25:03,MALE,NA,2000-08-15,Installed_through_referral
608,2018-08-30 21:07:33,MALE,NA,1997-01-11,Installed_through_referral
609,2018-09-04 13:00:21,MALE,NA,2000-07-21,Installed_through_referral
610,2018-09-06 06:25:37,MALE,NA,2012-02-29,Not_through_referral
611,2018-09-01 19:02:15,FEMALE,NA,1997-05-10,Not_through_referral
612,2018-09-05 13:51:40,MALE,NA,1992-11-18,Not_through_referral
613,2018-08-31 15:16:54,MALE,NA,1999-04-12,Not_through_referral
614,2018-08-30 21:17:21,MALE,NA,1975-07-31,Not_through_referral
615,2018-09-03 18:19:57,MALE,NA,1993-10-05,Installed_through_referral
616,2018-09-11 17:49:28,MALE,NA,2018-09-07,Not_through_referral
617,2018-09-11 12:35:42,MALE,NA,1999-07-03,Not_through_referral
618,2018-09-16 17:15:00,MALE,NA,1999-09-09,Not_through_referral
619,2018-09-11 12:20:50,FEMALE,NA,1991-11-12,Installed_through_referral
620,2018-09-24 21:14:54,MALE,NA,1995-09-24,Not_through_referral
621,2018-09-25 18:45:28,MALE,NA,1995-01-01,Not_through_referral
622,2018-09-23 10:13:51,FEMALE,NA,2000-05-07,Not_through_referral
623,2018-08-14 23:22:01,MALE,NA,2018-08-14,Installed_through_referral
624,2018-08-30 23:52:28,MALE,NA,1995-10-05,Installed_through_referral
625,2018-08-27 15:14:40,MALE,NA,2000-03-19,Not_through_referral
626,2018-09-04 09:38:39,MALE,NA,2000-03-03,Installed_through_referral
627,2018-09-05 18:21:35,FEMALE,NA,1996-07-06,Installed_through_referral
628,2018-09-11 15:13:12,MALE,NA,2018-07-03,Not_through_referral
629,2018-09-27 16:58:33,MALE,NA,2018-09-27,Installed_through_referral
630,2018-08-25 13:56:04,MALE,NA,2018-08-25,Installed_through_referral
631,2018-08-16 09:28:05,MALE,NA,1981-12-22,Not_through_referral
632,2018-08-21 19:49:02,FEMALE,NA,1999-04-10,Not_through_referral
633,2018-08-17 15:10:22,MALE,NA,2018-08-17,Installed_through_referral
634,2018-08-26 11:55:04,MALE,NA,2018-08-26,Installed_through_referral
635,2018-09-03 20:17:19,MALE,NA,1997-02-03,Not_through_referral
636,2018-09-01 16:05:46,MALE,NA,2018-09-01,Installed_through_referral
637,2018-09-04 11:04:21,MALE,NA,2001-03-19,Installed_through_referral
638,2018-08-29 12:21:04,FEMALE,NA,2018-08-29,Not_through_referral
639,2018-09-08 19:40:15,MALE,NA,1969-12-04,Not_through_referral
640,2018-09-11 16:53:32,MALE,NA,1989-07-09,Not_through_referral
641,2018-08-20 12:25:08,MALE,NA,2000-02-22,Not_through_referral
642,2018-08-30 14:55:18,MALE,NA,1995-08-07,Not_through_referral
643,2018-09-12 20:53:02,FEMALE,NA,2018-09-02,Not_through_referral
644,2018-09-10 17:32:18,MALE,NA,1985-07-05,Not_through_referral
645,2018-09-07 14:12:15,MALE,NA,1997-01-11,Not_through_referral
646,2018-09-24 18:55:02,MALE,NA,1997-12-16,Not_through_referral
647,2018-06-02 16:19:49,MALE,NA,2017-09-03,Not_through_referral
648,2018-06-07 16:22:18,MALE,NA,1998-11-15,Installed_through_referral
649,2018-06-07 18:24:40,MALE,NA,1985-06-06,Not_through_referral
650,2018-06-07 20:59:45,MALE,NA,1999-02-22,Not_through_referral
651,2018-06-14 20:45:24,FEMALE,NA,1996-06-14,Installed_through_referral
652,2018-06-19 21:03:27,MALE,NA,1982-06-07,Not_through_referral
653,2018-06-25 15:26:31,MALE,NA,1999-06-21,Installed_through_referral
654,2018-07-05 14:09:03,MALE,NA,1992-07-14,Installed_through_referral
655,2018-07-02 15:59:39,FEMALE,NA,1997-06-26,Not_through_referral
656,2018-07-06 21:50:57,MALE,NA,1980-12-06,Installed_through_referral
657,2018-07-17 15:29:30,MALE,NA,1992-04-27,Installed_through_referral
658,2018-07-15 08:08:26,MALE,NA,1999-01-25,Not_through_referral
659,2018-07-24 14:40:26,MALE,NA,1996-02-26,Installed_through_referral
660,2018-08-01 11:23:13,MALE,NA,1978-10-12,Not_through_referral
661,2018-07-26 14:10:09,MALE,NA,1991-02-01,Not_through_referral
662,2018-07-25 15:46:16,MALE,NA,2018-07-25,Installed_through_referral
663,2018-07-24 14:38:47,MALE,NA,1994-08-18,Installed_through_referral
664,2018-08-12 10:01:30,FEMALE,NA,1964-09-28,Installed_through_referral
665,2018-06-02 17:13:11,MALE,NA,1996-08-22,Installed_through_referral
666,2018-06-09 17:05:51,FEMALE,NA,1985-06-09,Not_through_referral
667,2018-06-06 18:26:00,MALE,NA,1993-06-15,Not_through_referral
668,2018-06-06 16:34:21,FEMALE,NA,1991-11-13,Not_through_referral
669,2018-06-20 11:35:52,MALE,NA,1989-11-03,Not_through_referral
670,2018-06-21 03:20:40,FEMALE,NA,2000-04-17,Not_through_referral
671,2018-06-14 22:47:14,MALE,NA,2018-06-12,Not_through_referral
672,2018-06-17 13:35:38,MALE,NA,1992-11-25,Not_through_referral
673,2018-06-20 13:09:44,FEMALE,NA,1994-07-18,Not_through_referral
674,2018-06-18 18:54:49,MALE,NA,2000-08-11,Not_through_referral
675,2018-06-15 14:46:25,NA,NA,0000-00-00,Not_through_referral
676,2018-06-19 16:49:40,MALE,NA,1995-10-08,Not_through_referral
677,2018-06-27 19:57:33,FEMALE,NA,2018-06-06,Not_through_referral
678,2018-06-22 15:10:21,MALE,NA,1993-08-20,Installed_through_referral
679,2018-06-23 16:17:28,MALE,NA,1978-02-10,Not_through_referral
680,2018-07-01 21:59:49,MALE,NA,2001-11-15,Not_through_referral
681,2018-07-07 16:31:26,MALE,NA,1999-09-22,Not_through_referral
